,status_group
52018,functional
52019,non functional
52020,functional
52021,functional
52022,functional
52023,non functional
52024,non functional
52025,non functional
52026,non functional
52027,functional needs repair
52028,non functional
52029,non functional
52030,non functional
52031,non functional
52032,non functional
52033,functional
52034,functional
52035,functional
52036,functional
52037,functional
52038,functional
52039,functional
52040,functional needs repair
52041,functional needs repair
52042,non functional
52043,non functional
52044,functional
52045,functional
52046,functional needs repair
52047,functional
52048,functional
52049,functional
52050,non functional
52051,non functional
52052,non functional
52053,non functional
52054,non functional
52055,functional
52056,functional
52057,non functional
52058,functional
52059,non functional
52060,functional
52061,functional
52062,functional
52063,functional
52064,functional
52065,functional
52066,functional
52067,functional
52068,functional
52069,functional
52070,functional
52071,non functional
52072,non functional
52073,non functional
52074,functional
52075,functional
52076,functional
52077,functional
52078,functional
52079,functional
52080,functional
52081,non functional
52082,functional
52083,non functional
52084,functional
52085,functional
52086,non functional
52087,functional
52088,functional
52089,non functional
52090,functional
52091,functional
52092,functional
52093,functional
52094,non functional
52095,functional
52096,functional
52097,functional
52098,functional
52099,functional
52100,functional needs repair
52101,functional
52102,functional
52103,functional
52104,non functional
52105,functional
52106,non functional
52107,functional
52108,functional
52109,functional
52110,functional needs repair
52111,functional
52112,non functional
52113,non functional
52114,functional
52115,functional
52116,functional
52117,functional
52118,non functional
52119,non functional
52120,non functional
52121,functional needs repair
52122,functional
52123,functional
52124,functional
52125,functional needs repair
52126,functional
52127,non functional
52128,non functional
52129,functional
52130,non functional
52131,non functional
52132,non functional
52133,functional
52134,functional
52135,functional
52136,non functional
52137,functional
52138,non functional
52139,functional
52140,non functional
52141,functional needs repair
52142,non functional
52143,functional
52144,non functional
52145,non functional
52146,functional
52147,functional
52148,functional
52149,functional
52150,non functional
52151,non functional
52152,non functional
52153,functional
52154,non functional
52155,non functional
52156,functional
52157,non functional
52158,non functional
52159,functional
52160,non functional
52161,non functional
52162,non functional
52163,non functional
52164,functional
52165,functional
52166,functional
52167,functional
52168,functional
52169,functional
52170,non functional
52171,non functional
52172,functional
52173,functional
52174,non functional
52175,functional
52176,functional
52177,functional
52178,functional
52179,functional
52180,non functional
52181,functional needs repair
52182,functional
52183,functional needs repair
52184,functional
52185,non functional
52186,non functional
52187,functional
52188,functional needs repair
52189,non functional
52190,functional
52191,functional needs repair
52192,functional
52193,non functional
52194,functional
52195,non functional
52196,functional
52197,functional needs repair
52198,functional
52199,non functional
52200,functional
52201,functional needs repair
52202,non functional
52203,functional
52204,functional
52205,non functional
52206,functional
52207,non functional
52208,non functional
52209,non functional
52210,non functional
52211,functional
52212,functional
52213,functional
52214,non functional
52215,functional
52216,functional
52217,functional
52218,functional
52219,functional needs repair
52220,non functional
52221,non functional
52222,functional
52223,non functional
52224,non functional
52225,functional
52226,non functional
52227,functional
52228,non functional
52229,functional
52230,non functional
